,INCIDENT_NUMBER,OFFENSE_DESCRIPTION,DISTRICT,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long
11522,212045275,AUTO THEFT - LEASED/RENTED VEHICLE,B3,False,2021-07-03 06:27:00,2021,7,Saturday,6,WILLOWWOOD ST,42.28385993156756,-71.08599095673137
11523,212045271,ROBBERY,B3,False,2021-07-03 03:00:00,2021,7,Saturday,3,BLUE HILL AVE,42.28482576580488,-71.09137368938802
11524,212045268,M/V ACCIDENT - PROPERTY DAMAGE,B2,False,2021-07-03 04:47:00,2021,7,Saturday,4,"MARCELLA ST & HIGHLAND ST
ROXBURY  MA 02119
UNITED",42.323218041140265,-71.09539302465876
11525,212045265,NOISY PARTY/RADIO-NO ARREST,D14,False,2021-07-03 03:54:00,2021,7,Saturday,3,PARSONS ST,42.35833578410861,-71.15829665704398
11526,212045260,SICK ASSIST,D14,False,2021-07-03 03:39:00,2021,7,Saturday,3,CAMBRIDGE ST,42.35440888824758,-71.13540401447884
11527,212045256,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3,False,2021-07-03 03:05:00,2021,7,Saturday,3,BLUE HILL AVE,42.29733659702027,-71.087296041594
11528,212045233,BURGLARY - RESIDENTIAL,D14,False,2021-07-02 12:30:00,2021,7,Friday,12,EGREMONT RD,42.34115126768371,-71.14343416977322
11529,212045227,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,False,2021-07-02 22:45:00,2021,7,Friday,22,BRECK AVE,42.34971838993488,-71.1681501112879
11530,212045207,THREATS TO DO BODILY HARM,B2,False,2021-07-02 20:39:00,2021,7,Friday,20,REGENT ST,42.32255903140263,-71.0881719356666
11531,212045204,INVESTIGATE PERSON,B2,False,2021-07-02 20:19:00,2021,7,Friday,20,CATAWBA ST,42.32004542325243,-71.08408181700817
11532,212045199,INVESTIGATE PERSON,B3,False,2021-07-02 19:33:00,2021,7,Friday,19,WESTMORE RD,42.284691637688994,-71.09621547481711
11533,212045197,INVESTIGATE PROPERTY,B3,False,2021-07-02 19:51:00,2021,7,Friday,19,MORA ST,42.28208197671972,-71.07364874515646
11534,212045192,INVESTIGATE PERSON,B2,False,2021-07-02 18:50:00,2021,7,Friday,18,"CLIFFORD ST & WARREN ST
ROXBURY  MA 02119
UNITED S",42.32075399750952,-71.0816309713128
11535,212045183,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B3,False,2021-07-02 19:05:00,2021,7,Friday,19,CALLENDER ST,42.288167908118936,-71.08760717985115
11536,212045180,INVESTIGATE PERSON,B3,False,2021-07-02 17:46:00,2021,7,Friday,17,ROCKWAY ST,42.27093116770486,-71.09491774661882
11537,212045179,VERBAL DISPUTE,B2,False,2021-07-02 17:52:00,2021,7,Friday,17,HUNTINGTON AVE,42.3329617141617,-71.11041930443875
11538,212045176,M/V ACCIDENT - PROPERTY DAMAGE,B2,False,2021-07-02 18:03:00,2021,7,Friday,18,HUNTINGTON AVE,42.335515338996295,-71.10083207151388
11539,212045174,ASSAULT - SIMPLE,B3,False,2021-07-02 17:54:00,2021,7,Friday,17,WALK HILL ST,42.28082670629313,-71.09754717908197
11540,212045169,LARCENY THEFT FROM BUILDING,B3,False,2021-07-02 16:00:00,2021,7,Friday,16,BLUE HILL AVE,42.28482576580488,-71.09137368938802
11541,212045161,INVESTIGATE PROPERTY,B2,False,2021-07-02 16:45:00,2021,7,Friday,16,COLUMBIA RD,42.31163119504438,-71.06974316294327
11542,212045159,VANDALISM,B2,False,2021-07-02 16:47:00,2021,7,Friday,16,WARREN ST,42.329024688954846,-71.08341504753118
11543,212045158,M/V ACCIDENT - PROPERTY DAMAGE,B3,False,2021-07-02 17:16:00,2021,7,Friday,17,BLUE HILL AVE,42.26817397260553,-71.09387677261341
11544,212045153,INVESTIGATE PERSON,D14,False,2021-07-02 17:01:00,2021,7,Friday,17,WASHINGTON ST,42.34905600030506,-71.15049849975023
11545,212045149,PROPERTY - FOUND,B2,False,2021-07-02 09:27:00,2021,7,Friday,9,HOMESTEAD ST,42.31127725586286,-71.08909334113278
11546,212045147,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2,False,2021-07-02 16:22:00,2021,7,Friday,16,"CEYLON ST & COLUMBIA RD
DORCHESTER  MA 02121
UNITE",42.30963497426451,-71.07321299952775
11547,212045143,MISSING PERSON - LOCATED,B3,False,2021-06-26 23:00:00,2021,6,Saturday,23,BLUE HILL AVE,42.28482576580488,-71.09137368938802
11548,212045141,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,False,2021-07-02 16:25:00,2021,7,Friday,16,WASHINGTON ST,42.34905600030506,-71.15049849975023
11549,212045134,LARCENY ALL OTHERS,D14,False,2021-07-02 15:20:00,2021,7,Friday,15,ORKNEY RD,42.33691995379182,-71.14960316458082
11550,212045132,INVESTIGATE PERSON,B3,False,2021-07-02 15:13:00,2021,7,Friday,15,SENATOR BOLLING CIR,42.28913147093205,-71.09293028220607
11551,212045127,TOWED MOTOR VEHICLE,B2,False,2021-07-02 12:21:00,2021,7,Friday,12,MAYWOOD ST,42.31679541500612,-71.079645623217
11552,212045120,BURGLARY - RESIDENTIAL,B2,False,2021-07-02 14:00:00,2021,7,Friday,14,NAZING CT,42.3075244020925,-71.08720470729216
11553,212045119,RECOVERED - MV RECOVERED IN BOSTON (STOLEN IN BOSTON) MUST BE SUPPLEMENTAL,B2,False,2021-07-02 14:10:00,2021,7,Friday,14,"HOLWORTHY ST & HOLLANDER ST
ROXBURY  MA 02121
UNIT",42.31584498999566,-71.0887770489654
11554,212045111,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,False,2021-06-30 19:00:00,2021,6,Wednesday,19,WASHINGTON ST,42.34905600030506,-71.15049849975023
11555,212045109,M/V PLATES - LOST,B3,False,2021-06-28 00:00:00,2021,6,Monday,0,BLUE HILL AVE,42.28482576580488,-71.09137368938802
11556,212045104,M/V ACCIDENT - PERSONAL INJURY,B3,False,2021-07-02 13:20:00,2021,7,Friday,13,"BLUE HILL AVE & RIVER ST
MATTAPAN  MA 02126
UNITED",42.26766298726723,-71.09388405115061
11557,212045092,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,False,2021-07-02 12:17:00,2021,7,Friday,12,"HARVARD ST & NORWELL ST
DORCHESTER  MA 02121
UNITE",42.296798976386775,-71.07846596602182
11558,212045091,M/V ACCIDENT - OTHER,B2,False,2021-07-02 12:18:00,2021,7,Friday,12,"HUNTINGTON AVE & S HUNTINGTON AVE
ROXBURY  MA 0211",42.33202303325264,-71.11208803629012
11559,212045088,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,False,2021-07-01 21:00:00,2021,7,Thursday,21,WASHINGTON ST,42.32866283555608,-71.08563401183545
11560,212045084,SICK ASSIST,B2,False,2021-07-02 11:50:00,2021,7,Friday,11,CHENEY ST,42.30970015593802,-71.08582414153403
11561,212045077,INVESTIGATE PERSON,B2,False,2021-07-02 11:54:00,2021,7,Friday,11,NORFOLK AVE,42.32269853945828,-71.0669994145246
11562,212045075,SICK ASSIST,D14,False,2021-07-02 11:29:00,2021,7,Friday,11,WALLINGFORD RD,42.34252336337927,-71.15124869341581
11563,212045074,SICK/INJURED/MEDICAL - POLICE,B2,False,2021-07-01 06:30:00,2021,7,Thursday,6,SCHROEDER PLZ,42.33367921810846,-71.09187754618458
11564,212045071,INVESTIGATE PERSON,B2,False,2021-07-02 11:20:00,2021,7,Friday,11,WALNUT AVE,42.31878339177029,-71.09074228463578
11565,212045069,SICK ASSIST,D14,False,2021-07-02 11:18:00,2021,7,Friday,11,WESTERN AVE,42.36284172499237,-71.13792233554409
11566,212045067,SUDDEN DEATH,B3,False,2021-07-02 11:21:00,2021,7,Friday,11,WELLINGTON HILL ST,42.28338794911049,-71.09639405755131
11567,212045064,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,False,2021-07-02 10:49:00,2021,7,Friday,10,"MORELAND ST & WHITING ST
ROXBURY  MA 02119
UNITED ",42.3245459977416,-71.08016095174652
11568,212045061,HARASSMENT/ CRIMINAL HARASSMENT,B3,False,2021-07-01 22:52:00,2021,7,Thursday,22,BLUE HILL AVE,42.28482576580488,-71.09137368938802
11569,212045055,INVESTIGATE PERSON,D14,False,2021-03-22 00:00:00,2021,3,Monday,0,BRAINTREE ST,42.356455983324906,-71.13725124097286
11570,212045048,SERVICE TO OTHER AGENCY,D14,False,2021-07-02 09:23:00,2021,7,Friday,9,EVERETT ST,42.36053147482123,-71.13644288576312
11571,212045046,FORGERY / COUNTERFEITING,B2,False,2021-07-02 10:17:00,2021,7,Friday,10,COLUMBIA RD,42.31684532014374,-71.06556418903345
11572,212045042,INVESTIGATE PROPERTY,D14,False,2021-07-02 08:34:00,2021,7,Friday,8,COMMONWEALTH AVE,42.35007201094764,-71.13202925984095
11573,212045028,TOWED MOTOR VEHICLE,B2,False,2021-07-02 08:06:00,2021,7,Friday,8,COLUMBIA RD,42.31418841533151,-71.06766370710106
11574,212045009,TOWED MOTOR VEHICLE,B2,False,2021-07-02 06:37:00,2021,7,Friday,6,BATCHELDER ST,42.32249601222356,-71.06909179726415
11575,212044999,M/V ACCIDENT - PROPERTY DAMAGE,B3,False,2021-07-02 03:07:00,2021,7,Friday,3,"BLUE HILL AVE & WOODHAVEN ST
MATTAPAN  MA 02126
UN",42.27331401243836,-71.09349905917446
11576,212044894,TOWED MOTOR VEHICLE,B3,False,2021-07-01 17:15:00,2021,7,Thursday,17,BLUE HILL AVE,42.29278842433873,-71.08851887959194
11577,212044992,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,False,2021-07-02 01:30:00,2021,7,Friday,1,BLUE HILL AVE,42.277768803360885,-71.09334840990044
11578,212044984,INVESTIGATE PROPERTY,B3,True,2021-07-02 01:05:00,2021,7,Friday,1,THETFORD AVE,42.28465991019621,-71.07839996859501
11579,212044979,MISSING PERSON - LOCATED,B3,False,2021-06-30 12:00:00,2021,6,Wednesday,12,BLUE HILL AVE,42.28482576580488,-71.09137368938802
11580,212044978,SICK ASSIST,B2,False,2021-07-02 00:14:00,2021,7,Friday,0,SAINT ALPHONSUS ST,42.33128646406784,-71.10254023184699
11581,212044975,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,False,2021-07-01 23:44:00,2021,7,Thursday,23,GREENWOOD ST,42.29872425189328,-71.07977384371408
11582,212044970,M/V ACCIDENT - PROPERTY DAMAGE,B2,False,2021-07-01 23:25:00,2021,7,Thursday,23,"TREMONT ST & PRENTISS ST
ROXBURY  MA 02120
UNITED ",42.33293399891861,-71.09240494335069
11583,212044968,INVESTIGATE PROPERTY,D14,False,2021-07-01 22:50:00,2021,7,Thursday,22,ANTWERP ST,42.36233439916554,-71.13838137609898
11584,212044965,AUTO THEFT,D14,False,2021-06-21 00:15:00,2021,6,Monday,0,GLENVILLE AVE,42.34977987617878,-71.13423048700766
11585,212044959,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,False,2021-07-01 21:39:00,2021,7,Thursday,21,RIVER ST,42.268714412421,-71.09221138572715
11586,212044957,FIRE REPORT,B3,False,2021-07-01 21:41:00,2021,7,Thursday,21,HANNON ST,42.28187557863393,-71.08550537672407
11587,212044950,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,False,2021-07-01 21:41:00,2021,7,Thursday,21,DUDLEY ST,42.31987076181372,-71.07096263047784
11588,212044946,MISSING PERSON - NOT REPORTED - LOCATED,B3,False,2021-07-01 20:34:00,2021,7,Thursday,20,KINGSDALE ST,42.29528206406164,-71.07957413563638
11589,212044945,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,False,2021-07-01 21:04:00,2021,7,Thursday,21,"MILTON AVE & NORFOLK ST
DORCHESTER  MA 02124
UNITE",42.28712602109807,-71.07885396736464
11590,212044937,FIRE REPORT/ALARM - FALSE,D14,False,2021-07-01 20:19:00,2021,7,Thursday,20,BRIGHTON AVE,42.35294719949958,-71.13115031756429
11591,212044922,VANDALISM,B3,False,2021-07-01 15:00:00,2021,7,Thursday,15,WESTVIEW ST,42.29087589587453,-71.08274054674338
11592,212044921,INVESTIGATE PERSON,B2,False,2021-07-01 18:39:00,2021,7,Thursday,18,QUINCY ST,42.3159850330868,-71.08162354613616
11593,212044919,ASSAULT - AGGRAVATED,B2,False,2021-07-01 18:51:00,2021,7,Thursday,18,WOODFORD ST,42.31836104474948,-71.07106326106006
11594,212044918,SICK/INJURED/MEDICAL - PERSON,D14,False,2021-07-01 07:12:00,2021,7,Thursday,7,LINDEN ST,42.35465139776884,-71.13046147221496
11595,212044913,ASSAULT - SIMPLE,B2,False,2021-06-30 15:40:00,2021,6,Wednesday,15,WASHINGTON ST,42.32866283555608,-71.08563401183545
11596,212044910,SICK ASSIST,D14,False,2021-07-01 18:14:00,2021,7,Thursday,18,COMMONWEALTH AVE,42.34355233370279,-71.14336738256362
11597,212044903,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,False,2021-07-01 16:47:00,2021,7,Thursday,16,QUINCY ST,42.31148046872523,-71.07059224638118
11598,212044901,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,False,2021-07-01 17:56:00,2021,7,Thursday,17,"TERRACE ST & ALLEGHANY ST
ROXBURY  MA 02120
UNITED",42.32964498319037,-71.09747198055938
11599,212044898,THREATS TO DO BODILY HARM,B2,False,2021-06-27 16:45:00,2021,6,Sunday,16,ARION ST,42.31623974816479,-71.06695149828681
11600,212044896,ROBBERY,B2,False,2021-07-01 16:42:00,2021,7,Thursday,16,MOUNT PLEASANT TER,42.32667212370884,-71.07977739348196
11601,212044895,THREATS TO DO BODILY HARM,B2,False,2021-07-01 11:00:00,2021,7,Thursday,11,WASHINGTON ST,42.32866283555608,-71.08563401183545
11602,212044892,M/V - LEAVING SCENE - PERSONAL INJURY,B2,False,2021-07-01 17:04:00,2021,7,Thursday,17,BLUE HILL AVE,42.309894536292624,-71.0823185401468
11603,212044891,VAL - VIOLATION OF AUTO LAW,B2,False,2021-07-01 00:00:00,2021,7,Thursday,0,"EUSTIS ST & DEGAUTIER WAY
BOSTON  MA 02119
UNITED ",42.330520042136406,-71.08037005701486
11604,212044871,LARCENY THEFT OF BICYCLE,B2,False,2021-07-01 08:00:00,2021,7,Thursday,8,WASHINGTON ST,42.32866283555608,-71.08563401183545
11605,212044870,PROPERTY - LOST/ MISSING,B2,False,2021-07-01 11:00:00,2021,7,Thursday,11,WASHINGTON ST,42.32866283555608,-71.08563401183545
11606,212044860,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2,False,2021-07-01 15:30:00,2021,7,Thursday,15,WALNUT AVE,42.32031741077397,-71.08732302017418
11607,212044857,LARCENY SHOPLIFTING,B3,False,2021-07-01 14:43:00,2021,7,Thursday,14,RIVER ST,42.27222807962702,-71.0700614903142
11608,212044853,MISSING PERSON - LOCATED,B2,False,2021-07-01 13:00:00,2021,7,Thursday,13,WASHINGTON ST,42.32866283555608,-71.08563401183545
11609,212044849,INVESTIGATE PERSON,B2,False,2021-07-01 14:37:00,2021,7,Thursday,14,RUTHVEN ST,42.31202046889743,-71.08851632245981
11610,212044846,THREATS TO DO BODILY HARM,B3,False,2021-07-01 13:36:00,2021,7,Thursday,13,BLUE HILL AVE,42.28482576580488,-71.09137368938802
11611,212044843,ROBBERY,D14,False,2021-07-01 13:20:00,2021,7,Thursday,13,CHESTNUT HILL AVE,42.34829396956023,-71.15383415763749
11612,212044834,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,False,2021-06-30 23:00:00,2021,6,Wednesday,23,WASHINGTON ST,42.32866283555608,-71.08563401183545
11613,212044831,INVESTIGATE PERSON,D14,False,2021-04-30 12:00:00,2021,4,Friday,12,WASHINGTON ST,42.34905600030506,-71.15049849975023
11614,212044830,INVESTIGATE PROPERTY,B3,False,2021-07-01 11:06:00,2021,7,Thursday,11,MILTON AVE,42.28576134497801,-71.07801426223435
11615,212044826,THREATS TO DO BODILY HARM,B2,False,2021-07-01 13:55:00,2021,7,Thursday,13,TREMONT ST,42.3338068325205,-71.10377843024641
11616,212044823,BURGLARY - RESIDENTIAL,B2,False,2021-07-01 12:48:00,2021,7,Thursday,12,ROCKLAND ST,42.32224198939021,-71.08432664310038
11617,212044820,SICK ASSIST,B2,False,2021-07-01 01:27:00,2021,7,Thursday,1,HARRISON AVE,42.33048169333245,-71.08166730232801
11618,212044819,INVESTIGATE PERSON,B3,False,2021-07-01 13:14:00,2021,7,Thursday,13,ARBUTUS ST,42.28757317898072,-71.08872923138662
11619,212044816,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,False,2021-07-01 13:35:00,2021,7,Thursday,13,RIVER ST,42.26681253635599,-71.09566961413732
11620,212044814,M/V ACCIDENT - PERSONAL INJURY,B2,False,2021-07-01 13:15:00,2021,7,Thursday,13,"TREMONT ST & COLUMBUS AVE
ROXBURY  MA 02120
UNITED",42.33517297463443,-71.08819605411881
11621,212044812,FRAUD - CREDIT CARD / ATM FRAUD,B3,False,2021-04-21 06:00:00,2021,4,Wednesday,6,BLUE HILL AVE,42.28482576580488,-71.09137368938802
11622,212044807,INVESTIGATE PERSON,B2,False,2021-06-24 12:00:00,2021,6,Thursday,12,WASHINGTON ST,42.32866283555608,-71.08563401183545
11623,212044797,INVESTIGATE PERSON,B2,False,2021-07-01 11:38:00,2021,7,Thursday,11,DEVON ST,42.30927790374444,-71.0786879089706
11624,212044794,SICK ASSIST,B2,False,2021-07-01 12:27:00,2021,7,Thursday,12,WASHINGTON ST,42.32925904804331,-71.08482402072941
11625,212044791,INVESTIGATE PERSON,B2,False,2021-07-01 12:29:00,2021,7,Thursday,12,"WASHINGTON ST & PALMER ST
BOSTON  MA 02119
UNITED ",42.330650002128486,-71.08308005152527
11626,212044789,M/V ACCIDENT - PERSONAL INJURY,D14,False,2021-07-01 11:36:00,2021,7,Thursday,11,"WASHINGTON ST & LAKE ST
BOSTON  MA 02135
UNITED ST",42.34890000625089,-71.1604499468345
11627,212044786,AUTO THEFT,D14,False,2021-07-01 11:45:00,2021,7,Thursday,11,WASHINGTON ST,42.34905600030506,-71.15049849975023
11628,212044778,LARCENY THEFT FROM BUILDING,B2,False,2021-07-01 11:40:00,2021,7,Thursday,11,BLACKFAN ST,42.33756636595597,-71.1053903106265
11629,212044774,FRAUD - FALSE PRETENSE / SCHEME,D14,False,2021-05-07 21:00:00,2021,5,Friday,21,WASHINGTON ST,42.34905600030506,-71.15049849975023
11630,212044773,VANDALISM,B3,False,2021-07-01 10:16:00,2021,7,Thursday,10,FLOYD ST,42.28952852335456,-71.08851422250991
11631,212044769,SICK/INJURED/MEDICAL - PERSON,B2,False,2021-07-01 10:44:00,2021,7,Thursday,10,W COTTAGE ST,42.32070088318056,-71.07448582541254
11632,212044766,INVESTIGATE PERSON,B3,False,2021-07-01 10:29:00,2021,7,Thursday,10,LORNE ST,42.29352763244121,-71.09037783070687
11633,212044761,INVESTIGATE PERSON,B2,False,2021-07-01 08:58:00,2021,7,Thursday,8,ANNUNCIATION RD,42.3350621776333,-71.0931678123782
11634,212044758,FRAUD - WIRE,D14,False,2021-07-01 10:15:00,2021,7,Thursday,10,WASHINGTON ST,42.34905600030506,-71.15049849975023
11635,212044750,TOWED MOTOR VEHICLE,B2,False,2021-07-01 08:30:00,2021,7,Thursday,8,RUTHVEN ST,42.314104809271086,-71.09291975422781
11636,212044748,INVESTIGATE PERSON,B2,False,2021-07-01 09:10:00,2021,7,Thursday,9,"CRAWFORD ST & HUMBOLDT AVE
ROXBURY  MA 02121
UNITE",42.313265970548976,-71.08939897321028
11637,212044739,INVESTIGATE PERSON,B3,False,2021-07-01 09:11:00,2021,7,Thursday,9,OAKRIDGE ST,42.2770096262527,-71.07431626191764
11638,212044735,LARCENY ALL OTHERS,D14,False,2021-06-28 19:00:00,2021,6,Monday,19,WASHINGTON ST,42.34905600030506,-71.15049849975023
11639,212044730,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,False,2021-07-01 08:30:00,2021,7,Thursday,8,WASHINGTON ST,42.34905600030506,-71.15049849975023
11640,212044728,ROBBERY,B3,False,2021-07-01 08:21:00,2021,7,Thursday,8,HOSMER ST,42.28079658122844,-71.09039723562948
11641,212044727,VANDALISM,B2,False,2021-07-01 08:03:00,2021,7,Thursday,8,WARREN ST,42.31696649906326,-71.08254057648374
11642,212044724,GRAFFITI,D14,False,2021-07-01 01:36:00,2021,7,Thursday,1,N HARVARD ST,42.362375450192566,-71.13035254280092
11643,212044722,M/V ACCIDENT - OTHER,B2,False,2021-07-01 00:00:00,2021,7,Thursday,0,WASHINGTON ST,42.32866283555608,-71.08563401183545
11644,212044720,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,False,2021-07-01 06:07:00,2021,7,Thursday,6,WALNUT AVE,42.32031741077397,-71.08732302017418
11645,212044717,SUDDEN DEATH,B3,False,2021-07-01 07:51:00,2021,7,Thursday,7,HARVARD ST,42.29549222535339,-71.08587039564563
11646,212044711,INVESTIGATE PERSON,B2,False,2021-07-01 05:58:00,2021,7,Thursday,5,NAZING CT,42.3075244020925,-71.08720470729216
11647,212044709,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,False,2021-07-01 05:35:00,2021,7,Thursday,5,WALNUT AVE,42.323208949110935,-71.08432964621063
11648,212044707,INVESTIGATE PROPERTY,B3,False,2021-07-01 03:54:00,2021,7,Thursday,3,MORTON ST,42.27754320343405,-71.07795018508807
11649,212044702,INVESTIGATE PROPERTY,B3,True,2021-07-01 03:39:00,2021,7,Thursday,3,MORTON ST,42.279950830364186,-71.0818541712053
11650,212044698,ROBBERY,B3,True,2021-06-30 23:51:00,2021,6,Wednesday,23,STRATTON ST,42.28933096332063,-71.08351741885086
11651,212044697,INVESTIGATE PERSON,B3,False,2021-07-01 01:29:00,2021,7,Thursday,1,"ERIE ST & WOLCOTT ST
DORCHESTER  MA 02121
UNITED S",42.30201897314528,-71.08155901718628
11652,212044695,INVESTIGATE PERSON,B3,False,2021-07-01 00:25:00,2021,7,Thursday,0,HARVARD ST,42.29549222535339,-71.08587039564563
11653,212044690,DANGEROUS OR HAZARDOUS CONDITION,B2,False,2021-07-01 00:50:00,2021,7,Thursday,0,"WALNUT AVE & HUMBOLDT AVE
ROXBURY  MA 02119
UNITED",42.320711021243845,-71.0860229966818
11654,212044687,INVESTIGATE PROPERTY,B2,False,2021-07-01 01:35:00,2021,7,Thursday,1,OBIERNE PL,42.32319806193082,-71.08908618397223
11655,212044684,SICK/INJURED/MEDICAL - POLICE,B2,False,2021-06-30 21:51:00,2021,6,Wednesday,21,WASHINGTON ST,42.32866283555608,-71.08563401183545
11656,212044680,INVESTIGATE PERSON,B2,False,2021-07-01 00:05:00,2021,7,Thursday,0,WASHINGTON ST,42.3077502395542,-71.08273084088506
11657,212044673,INVESTIGATE PROPERTY,B2,False,2021-07-01 00:00:00,2021,7,Thursday,0,LEYLAND ST,42.32066146475963,-71.07067866730458
11658,212044665,SICK ASSIST,B3,False,2021-06-30 22:40:00,2021,6,Wednesday,22,BLUE HILL AVE,42.28635985768895,-71.09088283983414
11659,212044656,VERBAL DISPUTE,B2,False,2021-06-30 21:28:00,2021,6,Wednesday,21,RUTHVEN ST,42.31202046889743,-71.08851632245981
11660,212044650,INVESTIGATE PROPERTY,D14,False,2021-06-30 21:53:00,2021,6,Wednesday,21,MADELINE ST,42.35448043537825,-71.15641237813945
11661,212044642,INVESTIGATE PERSON,B2,False,2021-06-30 19:15:00,2021,6,Wednesday,19,ALASKA ST,42.32104359830533,-71.07865896628789
11662,212044638,VERBAL DISPUTE,B2,False,2021-06-30 21:16:00,2021,6,Wednesday,21,WASHINGTON ST,42.32866283555608,-71.08563401183545
11663,212044636,SICK ASSIST - DRUG RELATED ILLNESS,B2,False,2021-06-30 20:54:00,2021,6,Wednesday,20,WEAVER CT,42.32146104752344,-71.09681729081372
11664,212044629,VERBAL DISPUTE,B3,False,2021-06-30 20:32:00,2021,6,Wednesday,20,FAIRMOUNT ST,42.27997885621183,-71.07684218112807
11665,212044616,THREATS TO DO BODILY HARM,B3,False,2021-06-30 20:07:00,2021,6,Wednesday,20,FULLER ST,42.280727510546924,-71.07713630799255
11666,212044613,INVESTIGATE PROPERTY,D14,True,2021-06-30 19:34:00,2021,6,Wednesday,19,SAINT LUKES RD,42.35153421421359,-71.12710744446964
11667,212044610,ROBBERY,B2,False,2021-06-30 19:00:00,2021,6,Wednesday,19,"ISLAND ST & GERARD ST
ROXBURY  MA 02119
UNITED STA",42.33130600406084,-71.07194705097945
11668,212044608,SICK/INJURED/MEDICAL - PERSON,B2,False,2021-06-30 18:57:00,2021,6,Wednesday,18,"STATION ST & GURNEY ST
ROXBURY  MA 02120
UNITED ST",42.33277201330421,-71.09509897376049
11669,212044605,M/V ACCIDENT - PROPERTY DAMAGE,B2,False,2021-06-30 18:52:00,2021,6,Wednesday,18,"WASHINGTON ST & DUDLEY ST
ROXBURY  MA 02119
UNITED",42.32888700356202,-71.08515902640676
11670,212044604,LARCENY THEFT FROM BUILDING,D14,False,2021-06-19 11:00:00,2021,6,Saturday,11,MELVIN AVE,42.34446622176287,-71.14136326850159
11671,212044601,ASSAULT - AGGRAVATED,B3,False,2021-06-30 18:23:00,2021,6,Wednesday,18,COLUMBIA RD,42.30340412541978,-71.08384305518577
11672,212044600,LARCENY THEFT OF BICYCLE,D14,False,2021-06-30 05:30:00,2021,6,Wednesday,5,WASHINGTON ST,42.34905600030506,-71.15049849975023
11673,212044594,INVESTIGATE PERSON,D14,False,2021-06-30 18:37:00,2021,6,Wednesday,18,COMMONWEALTH AVE,42.34355233370279,-71.14336738256362
11674,212044593,INVESTIGATE PROPERTY,D14,False,2021-06-30 18:19:00,2021,6,Wednesday,18,KIRKWOOD RD,42.3412685158086,-71.15750565059435
11675,212044587,PROPERTY - ACCIDENTAL DAMAGE,D14,False,2021-06-30 18:17:00,2021,6,Wednesday,18,QUINT AVE,42.35194779908586,-71.13410791394102
11676,212044576,THREATS TO DO BODILY HARM,B3,False,2021-06-12 19:00:00,2021,6,Saturday,19,BLUE HILL AVE,42.28482576580488,-71.09137368938802
11677,212044574,TOWED MOTOR VEHICLE,B2,False,2021-06-30 16:50:00,2021,6,Wednesday,16,HUTCHINGS ST,42.31026891035492,-71.08931055058088
11678,212044567,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,False,2021-06-30 17:21:00,2021,6,Wednesday,17,ALCOTT ST,42.35794929167153,-71.1321356921077
11679,212044565,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,False,2021-06-30 17:35:00,2021,6,Wednesday,17,WASHINGTON ST,42.32866283555608,-71.08563401183545
11680,212044564,LARCENY SHOPLIFTING,B3,False,2021-06-30 17:01:00,2021,6,Wednesday,17,TALBOT AVE,42.29453954303396,-71.08669889996908
11681,212044563,INVESTIGATE PERSON,D14,False,2021-06-30 16:53:00,2021,6,Wednesday,16,COMMONWEALTH AVE,42.35034269234086,-71.13038206644046
11682,212044562,INVESTIGATE PERSON,B3,False,2021-06-30 16:35:00,2021,6,Wednesday,16,BLUE HILL AVE,42.28389647281278,-71.09168023569073
11683,212044560,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,False,2021-06-30 17:24:00,2021,6,Wednesday,17,WASHINGTON ST,42.32866283555608,-71.08563401183545
11684,212044556,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,False,2021-06-30 16:45:00,2021,6,Wednesday,16,BLUE HILL AVE,42.309384374119325,-71.08262277183324
